date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,year,month,day,dayofweek,is_weekend,season_Monsoon,season_Post-Monsoon,season_Summer,season_Winter
2022-08-28,0.7239916530627615,0.1965886174510374,0.6806660515468391,0.12557669839600347,0.7143364259745513,-1.7495480334372138,1.149388252248456,0.6483839866636549,0.002136593244301879,89.08333333333333,2022,8,28,6,1,1,0,0,0
2022-08-29,0.744214814224626,0.406067037900318,1.284623462948345,0.9874603467470788,1.2906897525668095,-1.909417353354534,0.671505914650168,0.17473378539891138,0.63890592969109,108.20833333333331,2022,8,29,0,0,1,0,0,0
2022-08-30,1.548904026931959,1.25057447143071,2.0526580992231986,1.7402879383672942,1.9684117546903683,-1.1221820658828794,1.1103774491792082,-0.11488671983303367,0.24277616806430924,128.33333333333334,2022,8,30,1,0,1,0,0,0
2022-08-31,-0.04525887722759013,-0.0877035245872716,0.3944353544590922,0.29733998774710785,-0.2942818955619003,-0.6038179073630827,0.6773575351105551,-0.3743384224366511,0.47971359557939325,102.83333333333331,2022,8,31,2,0,1,0,0,0
2022-09-01,-0.030621160577097892,-0.04433692664922452,0.15459743950155252,0.1681767205564954,-0.4289574216249152,-0.9841131077724663,0.7787856230906002,-0.4557941895331356,-0.07560850015908499,85.66666666666667,2022,9,1,3,0,1,0,0,0
2022-09-02,0.1812405277852921,0.22271001854822373,0.8353795956232641,1.3163325178260776,0.3356520166683317,-1.0640477677311266,0.22483221950727797,-0.5568596783380331,0.23907402075938627,93.0,2022,9,2,4,0,1,0,0,0
2022-09-03,0.1771958955529196,0.26151171144016083,1.152467877155415,0.7700298336399275,0.06557690257422079,-1.0834258671150443,-0.39543954929376557,-0.6398238855659341,0.9461841559997148,111.375,2022,9,3,5,1,1,0,0,0
2022-09-04,-1.2567225315907125,-1.0384718033576739,-0.7411237530949726,-0.5778348675180413,-0.6563128796022635,-1.6768801607475226,-0.5183235789618968,-0.6699926881942616,-0.016374143280314193,66.66666666666667,2022,9,4,6,1,1,0,0,0
2022-09-05,-0.5785725272961891,-0.4670978550862107,0.179070696129873,-0.15558344786324407,0.0959875052336111,-2.1153096593086587,-0.35447820607105524,-0.5960791217548591,0.3797556183464669,56.25,2022,9,5,0,0,1,0,0,0
2022-09-06,0.053930913232982915,0.10655854570830806,1.3007970934157564,0.5488505185826522,0.8569766336864546,-1.9505958145453586,-0.11261122704171765,-0.59155380136061,0.6018844566418582,88.54166666666667,2022,9,6,1,0,1,0,0,0
2022-09-07,1.1024536690919404,1.0403352334737446,2.1518279912996965,1.0903820002868276,1.4340540222467932,-1.2384506621863853,0.06683846707682348,-0.5508259178123677,0.6981402865698607,129.91666666666666,2022,9,7,2,0,1,0,0,0
2022-09-08,0.1970338536450343,0.30639994439357787,0.6176740170948144,0.5495321189372206,-0.04665270247829218,-0.26954569299050335,0.691011316184792,-0.666975807931429,0.35754273451692825,96.79166666666669,2022,9,8,3,0,1,0,0,0
2022-09-09,2.0483198068625748,2.0669316571767555,2.758977566609244,2.6689684214660203,2.880729834472083,-0.34948035294916363,2.415288811845554,-0.6956361704283401,-0.16446003547724158,138.41666666666666,2022,9,9,4,0,1,0,0,0
2022-09-10,1.2707874105726025,1.3920865278601269,1.9758333545029927,1.6970063158522342,1.9495861435202693,0.6242691410926978,2.206581015425078,-0.7906678987075721,0.27239334650369423,154.875,2022,9,10,5,1,1,0,0,0
2022-09-11,-0.30970078461082834,-0.06259654683366547,0.18332691467392861,0.18385352871155677,0.5210118804969975,1.4744832515620845,2.612293367345256,-0.798210099364654,-0.8604637288028009,103.16666666666669,2022,9,11,6,1,1,0,0,0
2022-09-12,-0.35476954377155473,-0.10545593309992234,0.18800875507238998,0.15863431559254546,-0.3355534277425015,0.5055782823662021,1.1786463545503925,-0.798210099364654,-0.7568036042649515,87.79166666666667,2022,9,12,0,0,1,0,0,0
2022-09-13,-0.22187448470787358,0.004355393842617942,0.1607689563904335,0.10512868775896728,0.2111133581584465,1.0457428026929065,0.9640869376695281,-0.7635159763420774,-0.26071586540524416,90.70833333333331,2022,9,13,1,0,1,0,0,0
2022-09-14,-0.5652830213898207,-0.31924565275941813,0.35719344219860466,0.9625819338053514,0.2893120507111654,-0.3833920268710201,0.18777195659149226,-0.7529568954221626,-0.7975272246191067,82.45833333333333,2022,9,14,2,0,1,0,0,0
2022-09-15,-0.6043811329694256,-0.42246322796868824,-0.053318836375569015,0.9073723050853539,-0.030723339180515875,-1.5048995287152531,0.7651318420163633,-0.654908286880098,-1.8896606795714475,77.75,2022,9,15,3,0,1,0,0,0
2022-09-16,-0.8435922392840515,-0.8183419378008029,-0.7313344504436443,-0.42004438543557854,-0.8409486814628484,-0.9647350083885493,1.0811193468772722,-0.3562371408596545,-0.16446003547724158,66.5,2022,9,16,4,0,1,0,0,0
2022-09-17,0.012906786304629703,-0.07933453200273621,0.3431479210032208,0.3235816013979706,0.27121050150914705,-1.8609721048947396,0.4159851545465935,-0.25517165205475706,-0.09782138398862404,67.66666666666667,2022,9,17,5,1,1,0,0,0
2022-09-18,0.3493816677310804,0.17604654474354145,0.7070546065199844,0.7727562350581991,0.3704069911362061,-1.7689261328211308,0.3789248916308073,-0.15259772311844322,0.07988168664768876,97.54166666666669,2022,9,18,6,1,1,0,0,0
2022-09-19,0.26598520313024826,0.1220285016979036,0.3397429461679761,0.30551919200192185,-0.165398865243531,-1.5921009759428824,0.4101335340862059,-0.23254505008351134,-0.5531855024941763,101.20833333333331,2022,9,19,0,0,1,0,0,0
2022-09-20,-0.3676738466081734,-0.4356507314352292,-0.4238226606356191,-0.2527114983891657,-0.7258228285380129,-1.412853556641644,0.22483221950727797,-0.24461257113484242,0.1761375165756921,78.58333333333333,2022,9,20,1,0,1,0,0,0
2022-09-21,-0.9158178148621391,-0.8216388136674381,-0.6038607050491758,-0.472527612737305,-0.8909089572604186,-1.3183853221450457,-0.0716498838190068,-0.4527773092703029,0.11320101239199752,68.70833333333333,2022,9,21,2,0,1,0,0,0
